id,umkm_id,name,category,base_price,created_at,updated_at
PRD573,UMKM203,Software Akuntansi,Software,1989000,2023-08-01 03:21:46,2024-05-11 03:21:46
PRD574,UMKM204,Bando Kain,Aksesoris Handmade,250000,2023-08-19 00:28:21,2023-11-30 00:28:21
PRD575,UMKM204,Lampu Rotan,Dekorasi Rumah,470000,2023-08-04 00:28:21,2023-12-31 00:28:21
PRD576,UMKM204,Bros Kain Flanel,Aksesoris Handmade,372000,2023-09-27 00:28:21,2023-12-04 00:28:21
PRD577,UMKM204,Tumbler Sablon,Souvenir,345000,2023-08-07 00:28:21,2023-11-07 00:28:21
PRD578,UMKM204,Keychain Akrilik,Souvenir,177000,2023-08-03 00:28:21,2024-01-16 00:28:21
PRD579,UMKM205,Aplikasi Absensi,Aplikasi,875000,2022-01-18 11:26:07,2022-07-18 11:26:07
PRD580,UMKM205,Scanner Barcode,Hardware,3016000,2022-02-28 11:26:07,2022-12-24 11:26:07
PRD581,UMKM205,App Delivery Custom,Aplikasi,4021000,2022-03-09 11:26:07,2022-10-09 11:26:07
PRD582,UMKM205,Scanner Barcode,Hardware,4408000,2022-02-22 11:26:07,2022-11-23 11:26:07
PRD583,UMKM205,Scanner Barcode,Hardware,1401000,2022-02-07 11:26:07,2022-09-12 11:26:07
PRD584,UMKM206,Slip On Polos,Sepatu,253000,2022-03-19 08:02:39,2022-12-12 08:02:39
PRD585,UMKM207,Kitchne Set Custom,Interior,8817000,2021-09-20 11:29:58,2022-04-04 11:29:58
PRD586,UMKM207,Pemasangan Keramik,Renovasi,3758000,2021-09-08 11:29:58,2021-10-07 11:29:58
PRD587,UMKM207,Furniture Custom,Interior,3004000,2021-08-19 11:29:58,2021-11-10 11:29:58
PRD588,UMKM207,Renovasi Kamar Mandi,Renovasi,6626000,2021-09-21 11:29:58,2022-01-28 11:29:58
PRD589,UMKM207,Furniture Custom,Interior,6582000,2021-09-12 11:29:58,2021-10-14 11:29:58
PRD590,UMKM208,Pelatihan Leadership,Pelatihan,380000,2023-01-10 19:04:47,2023-06-11 19:04:47
PRD591,UMKM208,Kursus Public Speaking,Kursus Offline,1154000,2023-01-05 19:04:47,2023-10-10 19:04:47
PRD592,UMKM208,Kursus Desain Canva  ,Bimbel,228000,2022-12-05 19:04:47,2022-12-05 19:04:47
PRD593,UMKM208,Kursus Bahasa Inggris,Kursus Online,67000,2023-01-06 19:04:47,2023-02-28 19:04:47
PRD594,UMKM208,Kursus Memasak,Kursus Offline,51000,2022-11-27 19:04:47,2023-09-11 19:04:47
PRD595,UMKM209,Lampu Rotan,Dekorasi Rumah,331000,2022-06-09 10:30:54,2023-03-24 10:30:54
PRD596,UMKM209,Jam Dinding Kayu,Kerajinan Kayu,190000,2022-04-26 10:30:54,2023-01-13 10:30:54
PRD597,UMKM210,Baju Tidur Anak,Pakaian Anak,355000,2023-06-08 22:34:43,2023-11-03 22:34:43
PRD598,UMKM211,Abon Ikan,Produk Olahan,160000,2021-11-04 14:39:38,2021-11-29 14:39:38
PRD599,UMKM211,Selang Irigasi,Alat Tani,279000,2021-11-07 14:39:38,2022-05-25 14:39:38
PRD600,UMKM211,Pupuk KCl,Pupuk,260000,2021-11-23 14:39:38,2022-05-03 14:39:38
PRD601,UMKM211,Selang Irigasi,Alat Tani,258000,2021-11-06 14:39:38,2021-12-04 14:39:38
PRD602,UMKM212,Cek Gula Darah,Jasa Medis,24000,2022-05-18 11:40:14,2022-05-18 11:40:14
PRD603,UMKM213,Snack Box Meeting,Catering,21000,2021-07-15 23:21:49,2022-02-27 23:21:49
PRD604,UMKM213,Keripik Singkong Pedas,Snack,24000,2021-05-24 23:21:49,2021-11-29 23:21:49
PRD605,UMKM213,Paket Prasmanan,Catering,5000,2021-06-02 23:21:49,2022-03-09 23:21:49
PRD606,UMKM213,Es Teh Manis,Minuman,36000,2021-07-14 23:21:49,2021-10-23 23:21:49
PRD607,UMKM214,Software Akuntansi  ,Software,1016000,2024-01-08 15:41:11,2024-04-17 15:41:11
PRD608,UMKM214,Website Company Profile  ,Software,1615000,2023-12-10 15:41:11,2024-03-10 15:41:11
PRD609,UMKM214,Scanner Barcode,Hardware,2004000,2024-01-21 15:41:11,2024-02-29 15:41:11
PRD610,UMKM215,Sewa Mobil Harian,Sewa Kendaraan,1952000,2022-10-03 22:48:21,2022-12-31 22:48:21
PRD611,UMKM215,Study Tour,Travel,793000,2022-11-06 22:48:21,2023-01-07 22:48:21
PRD612,UMKM216,Klepon,Dessert,48000,2023-12-10 10:40:54,2024-07-17 10:40:54
PRD613,UMKM216,Brownies Kukus,Dessert,45000,2023-12-06 10:40:54,2024-04-20 10:40:54
PRD614,UMKM216,Opak Angin,Snack,48000,2023-12-21 10:40:54,2024-10-16 10:40:54
PRD615,UMKM217,Kursus Public Speaking,Kursus Offline,429000,2021-07-27 07:26:07,2021-07-30 07:26:07
PRD616,UMKM217,Kursus Digital Marketing,Kursus Online,886000,2021-08-28 07:26:07,2021-11-16 07:26:07
PRD617,UMKM217,Kursus Desain Canva  ,Kursus Online,547000,2021-08-12 07:26:07,2021-08-12 07:26:07
PRD618,UMKM217,Kursus Editing Video,Kursus Online,1189000,2021-08-18 07:26:07,2021-09-14 07:26:07
PRD619,UMKM218,Tepung Mocaf,Pupuk,132000,2023-09-02 17:30:46,2024-02-04 17:30:46
PRD620,UMKM218,Tepung Mocaf,Produk Olahan,39000,2023-10-15 17:30:46,2024-08-04 17:30:46
PRD621,UMKM219,Susu Segar,Minuman,38000,2024-02-06 02:03:04,2024-03-15 02:03:04
PRD622,UMKM219,Rendang Padang,Makanan Berat,28000,2024-01-19 02:03:04,2024-06-30 02:03:04
PRD623,UMKM220,Facial Wajah,Perawatan,138000,2021-04-04 19:22:07,2021-07-08 19:22:07
PRD624,UMKM220,Kursi Roda Lipat,Alat Kesehatan,464000,2021-03-06 19:22:07,2021-11-20 19:22:07
PRD625,UMKM221,Catering Ulang Tahun,Catering,32000,2023-06-05 01:11:24,2024-03-10 01:11:24
PRD626,UMKM222,Sandal Casual,Sepatu,104000,2024-02-06 22:48:18,2024-03-25 22:48:18
PRD627,UMKM222,Anting Mutiara,Aksesoris,223000,2024-03-09 22:48:18,2024-06-27 22:48:18
PRD628,UMKM223,Rok Midi,Pakaian Wanita,300000,2022-12-03 12:00:58,2023-05-22 12:00:58
PRD629,UMKM223,Gelang Perak,Aksesoris,397000,2022-12-13 12:00:58,2023-04-04 12:00:58
PRD630,UMKM223,Sepatu Boots,Sepatu,276000,2022-11-16 12:00:58,2023-08-15 12:00:58
PRD631,UMKM223,Kemeja Batik Pria,Pakaian Pria,190000,2022-10-25 12:00:58,2023-08-09 12:00:58
PRD632,UMKM224,Sepatu Formal Pria,Sepatu,67000,2022-05-27 13:28:06,2022-06-01 13:28:06
PRD633,UMKM224,Cardigan Wanita,Pakaian Wanita,253000,2022-05-21 13:28:06,2022-11-15 13:28:06
PRD634,UMKM224,Celana Kulot,Pakaian Wanita,397000,2022-05-20 13:28:06,2022-09-22 13:28:06
PRD635,UMKM224,Gelagn Perak,Aksesoris,390000,2022-04-21 13:28:06,2022-10-03 13:28:06
PRD636,UMKM225,Tas Rajut,Aksesoris Handmade,332000,2022-02-01 18:55:01,2022-04-01 18:55:01
PRD637,UMKM225,Mug Foto,Souvenir,315000,2022-03-19 18:55:01,2022-12-21 18:55:01
PRD639,UMKM227,Brownies Kukus,Dessert,45000,2023-02-05 09:05:32,2023-08-16 09:05:32
PRD641,UMKM228,Sewa Truk Ekspedisi,Sewa Kendaraan,1527000,2021-02-19 04:15:49,2021-03-14 04:15:49
PRD642,UMKM228,Tune Up Mobil,Servis Kendaraan,225000,2021-04-19 04:15:49,2021-07-27 04:15:49
PRD643,UMKM228,Study Tour,Travel,1548000,2021-03-18 04:15:49,2021-04-30 04:15:49
PRD644,UMKM229,Cuci Mobil,Servis Kendaraan,1045000,2023-07-14 00:59:33,2023-10-08 00:59:33
PRD645,UMKM230,Data Entry  ,Freelance,794000,2022-01-04 11:14:59,2022-10-07 11:14:59
PRD646,UMKM230,Transkripsi Audio,Freelance,389000,2021-12-19 11:14:59,2022-01-22 11:14:59
PRD647,UMKM230,Desain Brosur,Desain,658000,2022-01-31 11:14:59,2022-05-21 11:14:59
PRD648,UMKM230,Servis AC Split,Servis,196000,2022-01-01 11:14:59,2022-08-07 11:14:59
PRD649,UMKM231,Omega 3 Kapsul,Suplemen,432000,2023-09-07 19:48:21,2023-12-22 19:48:21
PRD650,UMKM232,Kalung Emas Muda,Aksesoris,243000,2023-06-04 04:41:31,2024-01-13 04:41:31
PRD651,UMKM232,Jaket Bomber Pria,Pakaian Pria,168000,2023-05-16 04:41:31,2023-06-22 04:41:31
PRD652,UMKM232,Gamis Syari,Pakaian Wanita,90000,2023-06-04 04:41:31,2023-08-22 04:41:31
PRD653,UMKM233,Kaos Polos Pria,Pakaian Pria,120000,2021-08-20 17:58:50,2021-08-20 17:58:50
PRD654,UMKM233,Rok Midi,Pakaian Wanita,828000,2021-08-20 17:58:50,2021-09-09 17:58:50
PRD655,UMKM233,Vest Pria,Pakaian Pria,255000,2021-09-26 17:58:50,2021-10-24 17:58:50
PRD656,UMKM233,Slip On Polos,Sepatu,385000,2021-09-08 17:58:50,2022-01-15 17:58:50
PRD657,UMKM233,Sepatu Boots,Sepatu,494000,2021-09-03 17:58:50,2022-06-25 17:58:50
PRD658,UMKM234,Editing Video,Freelance,2281000,2021-02-12 12:21:41,2021-06-25 12:21:41
PRD659,UMKM234,Penulisan Artikel SEO,Freelance,1822000,2021-03-04 12:21:41,2021-10-21 12:21:41
PRD660,UMKM234,Konsultasi Hukum,Konsultasi,800000,2021-03-06 12:21:41,2021-10-14 12:21:41
PRD661,UMKM235,Layanan Bidan,Jasa Medis,407000,2021-08-05 13:09:11,2022-02-21 13:09:11
PRD662,UMKM236,Kitchen Set Custom,Interior,2560000,2023-08-19 05:28:24,2024-05-19 05:28:24
PRD663,UMKM236,Sewa Villa Weekend,Sewa Properti,2603000,2023-09-21 05:28:24,2023-09-21 05:28:24
PRD664,UMKM236,Jual Ruko Strategis,Jual Beli,8287000,2023-09-17 05:28:24,2023-10-20 05:28:24
PRD665,UMKM236,Sewa Gedung Event,Sewa Properti,9507000,2023-08-19 05:28:24,2024-06-14 05:28:24
PRD666,UMKM236,Kost Eksklusif,Kost,3205000,2023-10-06 05:28:24,2023-10-06 05:28:24
PRD667,UMKM237,Buku Akuntansi,Buku,317000,2023-12-15 13:41:13,2024-06-16 13:41:13
PRD668,UMKM237,Buku Matematika SMP,Buku,397000,2023-12-22 13:41:13,2024-02-15 13:41:13
PRD669,UMKM237,Buku Resep Masakan,Buku,592000,2023-12-18 13:41:13,2024-05-21 13:41:13
PRD670,UMKM237,Kursus Python Pemula,Kursus Online,1190000,2023-11-18 13:41:13,2024-04-11 13:41:13
PRD671,UMKM238,Desain Feed Instagram,Desain,495000,2023-03-10 01:44:23,2023-10-21 01:44:23
PRD672,UMKM238,Gathering Perusahaan,Event Organizer,1637000,2023-02-02 01:44:23,2023-02-18 01:44:23
PRD673,UMKM238,Desain Kemasan Produk,Desain,618000,2023-02-02 01:44:23,2023-11-03 01:44:23
PRD674,UMKM238,Servis Printer,Servis,1640000,2023-02-21 01:44:23,2023-09-10 01:44:23
PRD675,UMKM238,Data Entry,Freelance,2261000,2023-03-02 01:44:23,2023-12-07 01:44:23
PRD676,UMKM239,Gado-Gado,Makanan Berat,5000,2022-12-07 01:12:08,2023-02-19 01:12:08
PRD677,UMKM239,Basreng Kering,Snack,19000,2022-11-29 01:12:08,2023-06-09 01:12:08
PRD678,UMKM240,Mesin Pompa Air  ,Alat Tani,226000,2021-08-31 00:45:48,2021-09-06 00:45:48
PRD679,UMKM240,Selai Nanas,Produk Olahan,20000,2021-08-07 00:45:48,2022-05-19 00:45:48
PRD680,UMKM241,Buku Resep Masakan,Buku,483000,2022-10-07 17:08:42,2022-10-29 17:08:42
PRD681,UMKM241,Buku Resep Masakan  ,Buku,1154000,2022-09-01 17:08:42,2022-09-01 17:08:42
PRD682,UMKM241,Les Menggambar,Bimbel,99000,2022-10-18 17:08:42,2023-07-21 17:08:42
PRD683,UMKM241,Kursus Editing Video,Kursus Online,386000,2022-08-30 17:08:42,2022-10-13 17:08:42
PRD684,UMKM241,Kursus Mekanik,Kursus Offline,391000,2022-10-02 17:08:42,2023-03-28 17:08:42
PRD685,UMKM242,Workshop Fotografi,Pelatihan,887000,2021-08-02 01:38:27,2022-04-22 01:38:27
PRD686,UMKM242,Pelatihan Leadership,Pelatihan,153000,2021-07-18 01:38:27,2021-10-21 01:38:27
PRD687,UMKM242,Bimbel SBMPTN,Buku,594000,2021-08-07 01:38:27,2021-12-15 01:38:27
PRD688,UMKM242,Les Menggambar,Bimbel,432000,2021-07-27 01:38:27,2021-10-28 01:38:27
PRD689,UMKM243,Scanner Barcode,Hardware,4415000,2023-08-01 11:16:01,2024-05-18 11:16:01
PRD690,UMKM243,Backup Sistem,Jasa IT,4704000,2023-08-04 11:16:01,2024-05-12 11:16:01
PRD691,UMKM243,Sistem ERP Mini,Software,277000,2023-06-27 11:16:01,2024-04-04 11:16:01
PRD692,UMKM244,Selai Nanas,Produk Olahan,214000,2022-12-10 20:05:17,2023-01-14 20:05:17
PRD693,UMKM244,Abon Ikan,Produk Olahan,201000,2022-12-25 20:05:17,2023-04-06 20:05:17
PRD694,UMKM244,Kacang Tanah  ,Hasil Panen,234000,2022-12-07 20:05:17,2023-08-14 20:05:17
PRD695,UMKM244,Sprayer Hama,Alat Tani,274000,2022-12-11 20:05:17,2023-06-12 20:05:17
PRD696,UMKM244,Sabit Intan,Alat Tani,137000,2022-11-26 20:05:17,2023-03-27 20:05:17
PRD699,UMKM246,Penerjemah Dokumen,Freelance,1406000,2024-01-19 22:32:38,2024-07-06 22:32:38
PRD701,UMKM246,Desain Undangan,Desain,1669000,2024-01-14 22:32:38,2024-04-02 22:32:38
PRD702,UMKM247,Bando Kain,Aksesoris Handmade,256000,2022-11-22 21:31:25,2023-05-28 21:31:25
PRD703,UMKM247,Lampu Rotan,Dekorasi Rumah,86000,2022-12-16 21:31:25,2023-07-24 21:31:25
PRD704,UMKM247,Anting Resin,Aksesoris Handmade,151000,2022-12-08 21:31:25,2023-05-18 21:31:25
PRD705,UMKM248,Es Campur,Minuman,47000,2021-05-15 04:15:10,2021-09-06 04:15:10
PRD706,UMKM248,Nasi Goreng Spesial,Makanan Berat,14000,2021-05-31 04:15:10,2022-01-10 04:15:10
PRD707,UMKM248,Catering Ulang Tahun,Catering,46000,2021-06-19 04:15:10,2021-12-21 04:15:10
PRD708,UMKM248,Martabak Manis,Dessert,35000,2021-05-08 04:15:10,2021-10-25 04:15:10
PRD709,UMKM248,Es Campur,Minuman,23000,2021-06-02 04:15:10,2022-01-25 04:15:10
PRD710,UMKM249,Laptop Refurbished,Hardware,1333000,2022-11-09 04:03:21,2023-04-15 04:03:21
PRD711,UMKM249,Sistem ERP Mini,Software,3757000,2022-12-11 04:03:21,2023-02-05 04:03:21
PRD712,UMKM250,Gamis Syari,Pakaian Wanita,325000,2021-03-27 22:02:55,2021-05-08 22:02:55
PRD713,UMKM250,Sandal Casual,Sepatu,303000,2021-05-18 22:02:55,2021-07-29 22:02:55
PRD714,UMKM250,Celana Kulot,Pakaian Wanita,120000,2021-05-18 22:02:55,2021-08-27 22:02:55
PRD715,UMKM250,Jaket Bomber Pria,Pakaian Pria,335000,2021-03-26 22:02:55,2021-05-05 22:02:55
PRD716,UMKM251,Tour Domestik,Travel,510000,2023-04-08 05:42:39,2023-04-18 05:42:39
PRD717,UMKM251,Antar Jemput Sekolah,Jasa Antar Jemput,181000,2023-03-22 05:42:39,2023-04-07 05:42:39
PRD718,UMKM251,Gudang Sewa,Logistik,742000,2023-05-05 05:42:39,2024-02-26 05:42:39
PRD719,UMKM251,Gudang Sewa,Logistik,1526000,2023-05-14 05:42:39,2023-08-31 05:42:39
PRD720,UMKM252,Konsultasi Bisnis  ,Konsultasi,1218000,2022-07-16 21:11:44,2023-04-25 21:11:44
PRD721,UMKM253,Paket Wisata Bali,Travel,93000,2022-01-29 07:49:19,2022-11-02 07:49:19
PRD722,UMKM253,Sewa Truk Ekspedisi,Sewa Kendaraan,1254000,2022-01-20 07:49:19,2022-04-07 07:49:19
PRD723,UMKM253,Jasa Packing Barang,Logistik,811000,2022-02-09 07:49:19,2022-06-04 07:49:19
PRD724,UMKM254,Transkripsi Audio,Freelance,1383000,2023-10-19 19:32:36,2024-03-16 19:32:36
PRD725,UMKM254,Konsultasi Keuangan,Event Organizer,877000,2023-10-04 19:32:36,2024-06-17 19:32:36
PRD726,UMKM254,Desain Brosur,Desain,524000,2023-09-07 19:32:36,2024-03-29 19:32:36
PRD727,UMKM255,Lontong Sayur,Makanan Berat,20000,2023-12-09 21:43:32,2023-12-15 21:43:32
PRD728,UMKM255,Basreng Kering,Snack,29000,2023-12-01 21:43:32,2024-02-24 21:43:32
PRD729,UMKM255,Snack Box Meeting,Catering,37000,2023-11-28 21:43:32,2024-02-08 21:43:32
PRD730,UMKM256,Bibit Padi Ciherang,Bibit,13000,2022-07-02 23:47:02,2022-10-02 23:47:02
PRD731,UMKM257,App Delivery Custom,Aplikasi,772000,2023-12-22 03:35:03,2024-10-07 03:35:03
PRD732,UMKM257,Backup Sistem,Jasa IT,882000,2023-11-18 03:35:03,2024-02-01 03:35:03
PRD733,UMKM257,Software Akuntansi,Software,2291000,2023-12-01 03:35:03,2024-08-05 03:35:03
PRD734,UMKM257,Router WiFi,Hardware,3087000,2023-12-19 03:35:03,2024-01-09 03:35:03
PRD735,UMKM257,Kamera IP CCTV,IoT,2586000,2023-12-18 03:35:03,2024-08-24 03:35:03
PRD736,UMKM258,Jam Dinding Kayu,Kerajinan Kayu,142000,2021-05-31 12:58:27,2021-10-14 12:58:27
PRD737,UMKM258,Bando Kain,Aksesoris Handmade,326000,2021-06-27 12:58:27,2021-07-19 12:58:27
PRD738,UMKM258,Gorden Custom,Dekorasi Rumah,137000,2021-06-09 12:58:27,2022-03-02 12:58:27
PRD739,UMKM258,Pot Ban Bekas,Daur Ulang,28000,2021-06-16 12:58:27,2021-12-18 12:58:27
PRD740,UMKM258,Cermin Ukir,Dekorasi Rumah,79000,2021-06-02 12:58:27,2022-01-21 12:58:27
PRD741,UMKM259,Desain Brosur,Desain,221000,2021-10-19 12:38:35,2021-11-09 12:38:35
PRD742,UMKM260,Steup Server,Jasa IT,2531000,2023-08-25 04:50:00,2024-02-07 04:50:00
PRD743,UMKM261,Hiasan Koran Daur Ulang,Daur Ulang,61000,2021-04-19 07:16:48,2022-01-11 07:16:48
PRD744,UMKM262,Instalasi CCTV,Jasa IT,4674000,2023-08-26 01:26:02,2024-01-14 01:26:02
PRD745,UMKM262,Kamera IP CCTV,IoT,3515000,2023-08-20 01:26:02,2024-01-02 01:26:02
PRD746,UMKM263,Gelang Perak,Aksesoris,378000,2022-08-22 04:58:36,2023-06-10 04:58:36
PRD747,UMKM264,Jual Tanah Kavling,Jual Beli,1464000,2023-05-18 13:31:38,2023-11-28 13:31:38
PRD748,UMKM264,Jual Rumah KPR,Jual Beli,4250000,2023-05-25 13:31:38,2023-07-04 13:31:38
PRD749,UMKM264,Renoavsi Dapur,Renovasi,1604000,2023-06-12 13:31:38,2023-12-22 13:31:38
PRD750,UMKM264,Jual Tanah Kavling,Jual Beli,1014000,2023-04-22 13:31:38,2023-08-15 13:31:38
PRD751,UMKM264,Jual Tanah Kavling,Jual Beli,5913000,2023-06-11 13:31:38,2023-12-09 13:31:38
PRD752,UMKM265,Buku TOEFL,Buku,316000,2021-05-01 02:25:10,2021-10-25 02:25:10
PRD753,UMKM265,Kursus Digital Marketing,Kursus Online,195000,2021-04-27 02:25:10,2021-12-30 02:25:10
PRD754,UMKM266,Miniatur Rumah Kayu,Kerajinan Kayu,288000,2022-03-30 22:27:27,2022-04-03 22:27:27
PRD755,UMKM266,Kaos Souvenir,Souvenir,146000,2022-03-24 22:27:27,2022-06-04 22:27:27
PRD756,UMKM266,Hiasan Dinding Batik,Dekorasi Rumah,167000,2022-03-01 22:27:27,2022-06-27 22:27:27
PRD757,UMKM266,Vas Bunga Keramik,Dekorasi Rumah,367000,2022-03-31 22:27:27,2022-08-22 22:27:27
PRD758,UMKM266,Kursi Pallet Bekas,Daur Ulang,370000,2022-04-07 22:27:27,2022-07-12 22:27:27
PRD759,UMKM267,Kalung Emas Muda,Aksesoris,120000,2021-08-12 16:23:31,2021-10-12 16:23:31
PRD760,UMKM267,Jumpsuit Wanita,Pakaian Wanita,296000,2021-08-28 16:23:31,2022-03-29 16:23:31
PRD761,UMKM268,Keripik Pisang  ,Produk Olahan,173000,2024-01-18 18:38:27,2024-03-17 18:38:27
PRD762,UMKM268,Pupuk Organik Cair,Pupuk,296000,2023-12-07 18:38:27,2024-08-09 18:38:27
PRD763,UMKM268,Kecap aMnis Lokal,Produk Olahan,230000,2023-12-18 18:38:27,2024-03-10 18:38:27
PRD764,UMKM268,Sabit Intan,Alat Tani,293000,2023-12-17 18:38:27,2024-07-15 18:38:27
PRD765,UMKM268,Selai Nanas,Produk Olahan,211000,2024-01-05 18:38:27,2024-01-05 18:38:27
PRD766,UMKM269,Kursi Roda Lipat,Alat Kesehatan,263000,2023-01-11 15:26:43,2023-01-11 15:26:43
PRD767,UMKM269,Tongkat Kruk  ,Alat Kesehatan,124000,2022-12-21 15:26:43,2023-03-14 15:26:43
PRD768,UMKM269,Totok Wajah,Perawatan,291000,2023-01-04 15:26:43,2023-09-24 15:26:43
PRD769,UMKM269,Jamu Beras Kencur,Obat Herbal,82000,2023-01-07 15:26:43,2023-01-07 15:26:43
PRD770,UMKM270,Risol Mayo,Dessert,45000,2023-01-21 20:52:41,2023-02-19 20:52:41
PRD771,UMKM270,Cireng Isi,Snack,36000,2023-01-06 20:52:41,2023-04-09 20:52:41
PRD772,UMKM270,Rendang Padang,Makanan Berat,15000,2022-12-12 20:52:41,2023-07-08 20:52:41
PRD773,UMKM270,Snack Box Meeting,Catering,19000,2022-12-18 20:52:41,2023-10-03 20:52:41
PRD774,UMKM270,Dadar Gulung,Dessert,33000,2022-12-19 20:52:41,2023-05-14 20:52:41
PRD775,UMKM271,Smart Lock Pintu,IoT,4777000,2022-10-09 04:41:56,2023-01-28 04:41:56
PRD776,UMKM272,Servis Rem,Servis Kendaraan,1230000,2023-02-12 17:39:20,2023-10-12 17:39:20
PRD777,UMKM272,Last Mile Delivery,Logistik,1018000,2023-02-19 17:39:20,2023-05-18 17:39:20
PRD778,UMKM272,Sewa Mobil Harian,Sewa Kendaraan,325000,2023-03-01 17:39:20,2023-09-28 17:39:20
PRD779,UMKM273,Seblak Kering,Snack,38000,2021-08-28 10:51:49,2022-06-23 10:51:49
PRD783,UMKM275,Selai Nanas,Produk Olahan,48000,2023-05-20 00:11:46,2023-06-25 00:11:46
PRD784,UMKM275,Bibit Semangka  ,Bibit,259000,2023-05-15 00:11:46,2023-11-29 00:11:46
PRD785,UMKM276,Es Campur,Minuman,28000,2022-08-12 17:39:14,2022-08-21 17:39:14
PRD786,UMKM276,Brownies Kukus,Dessert,10000,2022-08-28 17:39:14,2023-05-14 17:39:14
PRD787,UMKM276,Paket Nasi Box 50 pax,Catering,9000,2022-08-14 17:39:14,2022-10-30 17:39:14
PRD788,UMKM276,Catering Pernikahan,Catering,32000,2022-08-10 17:39:14,2022-11-09 17:39:14
PRD789,UMKM277,Creambath Rambut,Perawatan,416000,2022-02-13 00:44:28,2022-03-05 00:44:28
PRD790,UMKM277,Mad uMurni,Obat Herbal,257000,2022-03-07 00:44:28,2022-12-05 00:44:28
PRD791,UMKM278,Catering Kantor Harian,Catering,31000,2023-11-14 07:08:50,2024-01-14 07:08:50
PRD792,UMKM278,Keripik Singkong Pedas,Snack,49000,2023-12-28 07:08:50,2024-03-04 07:08:50
PRD793,UMKM278,Pudding Coklat,Dessert,12000,2023-11-24 07:08:50,2024-08-27 07:08:50
PRD794,UMKM278,Makaroni Goreng,Snack,47000,2023-12-07 07:08:50,2024-07-15 07:08:50
PRD795,UMKM279,Heels Wanita,Sepatu,225000,2023-08-08 17:34:55,2024-02-14 17:34:55
PRD796,UMKM279,Dress Anak Pesta,Pakaian Anak,390000,2023-07-08 17:34:55,2024-04-05 17:34:55
PRD797,UMKM279,Celana PendekA nak,Pakaian Anak,348000,2023-08-15 17:34:55,2024-04-18 17:34:55
PRD798,UMKM279,Ikat Pinggang Pria,Aksesoris,259000,2023-07-02 17:34:55,2024-01-14 17:34:55
PRD799,UMKM280,Jaket Bomber Pria,Pakaian Pria,876000,2023-11-27 20:28:22,2024-09-17 20:28:22
PRD800,UMKM280,Gelang Perak,Aksesoris,277000,2023-10-14 20:28:22,2023-12-22 20:28:22
PRD801,UMKM280,Tas Kulit Mini,Aksesoris,228000,2023-11-13 20:28:22,2024-03-12 20:28:22
PRD802,UMKM281,Baju Tidur Anak,Pakaian Anak,466000,2022-06-14 02:30:44,2022-07-27 02:30:44
PRD803,UMKM281,Celana Pendek Anak,Pakaian Anak,70000,2022-06-30 02:30:44,2023-04-05 02:30:44
PRD804,UMKM281,Celana Pednek Anak,Pakaian Anak,355000,2022-07-05 02:30:44,2022-10-10 02:30:44
PRD805,UMKM281,Rok Midi,Pakaian Wanita,464000,2022-07-14 02:30:44,2022-07-14 02:30:44
PRD806,UMKM282,Rak Dinding Kayu,Kerajinan Kayu,122000,2022-04-08 16:34:35,2022-04-12 16:34:35
PRD807,UMKM282,Kursi Pallet Bekas,Daur Ulang,480000,2022-04-27 16:34:35,2022-06-27 16:34:35
PRD808,UMKM282,Kalung Macrame,Aksesoris Handmade,73000,2022-03-24 16:34:35,2022-10-03 16:34:35
PRD809,UMKM282,Mug Foto,Souvenir,74000,2022-04-18 16:34:35,2022-09-27 16:34:35
PRD810,UMKM283,Martabak Manis,Dessert,49000,2023-01-02 00:34:12,2023-02-26 00:34:12
PRD811,UMKM283,Nasi Goreng Spesial,Makanan Berat,19000,2023-02-19 00:34:12,2023-12-16 00:34:12
PRD812,UMKM283,Es Campur,Minuman,26000,2023-02-12 00:34:12,2023-11-14 00:34:12
PRD813,UMKM283,Paket Prasmanan,Catering,14000,2023-02-25 00:34:12,2023-09-01 00:34:12
PRD814,UMKM283,Mie Ayam Pangsit,Makanan Berat,17000,2023-01-11 00:34:12,2023-08-03 00:34:12
PRD815,UMKM284,Pudding Coklat,Dessert,46000,2021-08-05 06:29:51,2022-03-05 06:29:51
PRD816,UMKM284,Kue Cubit,Snack,33000,2021-07-25 06:29:51,2022-05-07 06:29:51
PRD817,UMKM285,Driver Harian,Jasa Antar Jemput,1399000,2021-04-03 17:26:15,2021-10-10 17:26:15
PRD818,UMKM285,Pengiriman Barang Kota,Logistik,1586000,2021-03-28 17:26:15,2021-12-01 17:26:15
PRD824,UMKM287,Penulisan Artikel SEO,Freelance,321000,2022-07-24 12:17:17,2023-04-11 12:17:17
PRD825,UMKM288,Pijat Tradisional,Perawatan,478000,2023-01-14 00:48:40,2023-07-07 00:48:40
PRD827,UMKM289,Slip nO Polos,Sepatu,341000,2022-05-06 11:02:13,2022-05-09 11:02:13
PRD828,UMKM289,Celana Kulot,Pakaian Wanita,108000,2022-05-08 11:02:13,2022-07-22 11:02:13
PRD829,UMKM289,Celana Pendek Anak,Pakaian Pria,328000,2022-04-25 11:02:13,2022-12-04 11:02:13
PRD830,UMKM290,Rok Midi,Pakaian Wanita,253000,2023-11-18 01:09:22,2024-04-01 01:09:22
PRD831,UMKM290,Kaos Polos Pria,Pakaian Pria,426000,2023-10-01 01:09:22,2023-11-11 01:09:22
