id,name,sector,description,created_at,updated_at,photo_url
UMKM121,VeloveCare,Kesehatan,"Penyedia alat kesehatan rumah tangga seperti tensimeter, nebulizer, dan kursi roda dengan harga terjangkau.",2023-06-03 03:29:41,2023-12-22 03:29:41,
UMKM122,Erin Estate,Properti,,2021-05-03 02:53:36,2022-01-27 02:53:36,https://cdn.dummyumkm.id/umkm/UMKM122.jpg
UMKM123,Yuki Academy,Pendidikan,Lembaga kursus komputer dan Microsoft Office untuk pelajar dan ibu rumah tangga yang ingin meningkatkan keterampilan.,2021-06-20 22:46:27,2021-10-21 22:46:27,https://cdn.dummyumkm.id/umkm/UMKM123.jpg
UMKM124,Valdi Service,Jasa,"Penyedia layanan tenaga keamanan (satpam) dan CCTV untuk perumahan, ruko, dan kawasan bisnis.",2021-09-16 15:55:24,2022-02-28 15:55:24,https://cdn.dummyumkm.id/umkm/UMKM124.jpg
UMKM125,RM Putri,Kuliner,"Kedai minuman kekinian yang menyajikan berbagai varian boba, thai tea, dan kopi susu dengan bahan segar pilihan.",2023-09-14 18:52:36,2024-10-02 18:52:36,https://cdn.dummyumkm.id/umkm/UMKM125.jpg
UMKM126,Tani Iis,Pertanian,Usaha pertanian organik yang memproduksi sayuran segar bebas pestisida untuk dikirim langsung ke konsumen dan restoran.,2023-07-14 09:03:17,2024-03-06 09:03:17,https://cdn.dummyumkm.id/umkm/UMKM126.jpg
UMKM127,Edukasi Syahrini,Pendidikan,"Platform edukasi online yang menyediakan kursus pemrograman, desain grafis, dan digital marketing berbasis video.",2022-03-11 07:11:55,2022-03-16 07:11:55,https://cdn.dummyumkm.id/umkm/UMKM127.jpg
UMKM128,Dewi Academy,Pendidikan,Lembaga kursus komputer dan Microsoft Office untuk pelajar dan ibu rumah tangga yang ingin meningkatkan keterampilan.,2023-11-15 23:52:18,2024-12-17 23:52:18,https://cdn.dummyumkm.id/umkm/UMKM128.jpg
UMKM129,Solusi IT Gita,Teknologi,"Perusahaan IT yang menyediakan layanan instalasi jaringan, maintenance server, dan IT support untuk bisnis skala menengah.",2023-02-05 09:10:44,2024-01-23 09:10:44,https://cdn.dummyumkm.id/umkm/UMKM129.jpg
UMKM130,Agro Okta,Pertanian,"Usaha pembibitan tanaman hortikultura seperti cabai, tomat, dan terong dengan bibit unggul bersertifikat.",2023-08-12 02:16:10,2024-06-12 02:16:10,https://cdn.dummyumkm.id/umkm/UMKM130.jpg
UMKM131,Warung Jaka,Kuliner,,2021-11-15 19:05:59,2022-03-04 19:05:59,https://cdn.dummyumkm.id/umkm/UMKM131.jpg
UMKM132,Jaka Solution,Jasa,"Penyedia layanan fotografi dan videografi untuk pernikahan, produk, dan acara korporat dengan hasil berkualitas tinggi.",2022-01-29 07:55:32,2022-03-06 07:55:32,https://cdn.dummyumkm.id/umkm/UMKM132.jpg
UMKM133,Souvenir Titi,Kerajinan,"Pengrajin kayu yang memproduksi miniatur, jam dinding, dan aksesori rumah dengan teknik ukir tradisional.",2021-02-06 18:52:31,2021-06-01 18:52:31,https://cdn.dummyumkm.id/umkm/UMKM133.jpg
UMKM134,Dapur Novan,Kuliner,"Usaha katering spesialis nasi box dan prasmanan untuk acara pernikahan, ulang tahun, dan rapat kantor dengan harga terjangkau.",2023-11-23 10:13:25,2024-06-18 10:13:25,https://cdn.dummyumkm.id/umkm/UMKM134.jpg
UMKM135,Solusi IT Fikri,Teknologi,Startup yang fokus pada pengembangan sistem ERP sederhana dan terjangkau untuk usaha kecil dan menengah.,2023-05-22 23:58:10,2023-08-05 23:58:10,https://cdn.dummyumkm.id/umkm/UMKM135.jpg
UMKM136,Toko Busana Omar,Fashion,"Toko aksesoris fashion wanita meliputi tas, dompet, perhiasan, dan ikat rambut dengan koleksi yang selalu diperbarui.",2022-01-24 03:04:52,2022-02-11 03:04:52,https://cdn.dummyumkm.id/umkm/UMKM136.jpg
UMKM137,Ekspedisi Arya,Transportasi,Usaha ojek online dan antar-jemput sekolah berbasis aplikasi yang melayani area kota dan pinggiran kota.,2023-12-30 03:09:44,2024-01-09 03:09:44,https://cdn.dummyumkm.id/umkm/UMKM137.jpg
UMKM138,Jasa Rossa,Jasa,,2023-07-29 21:23:34,2023-08-21 21:23:34,https://cdn.dummyumkm.id/umkm/UMKM138.jpg
UMKM139,Travel Elvy,Transportasi,Jasa ekspedisi dan pengiriman barang antar kota dan antar pulau dengan armada truk dan pickup yang terawat.,2021-10-30 13:13:40,2023-02-22 13:13:40,https://cdn.dummyumkm.id/umkm/UMKM139.jpg
UMKM140,Kevin Solution,Jasa,Usaha konsultasi pajak dan keuangan untuk individu dan usaha kecil agar tertib administrasi dan hemat pajak.,2021-07-28 15:21:17,2022-02-12 15:21:17,https://cdn.dummyumkm.id/umkm/UMKM140.jpg
UMKM141,Warung Taufik,Kuliner,"Menjual aneka jajanan pasar tradisional seperti klepon, dadar gulung, dan putu ayu dengan resep turun-temurun.",2021-08-07 04:02:26,2022-03-28 04:02:26,https://cdn.dummyumkm.id/umkm/UMKM141.jpg
UMKM142,Farm Baim,Pertanian,Petani padi dan jagung yang menjual hasil panen langsung ke konsumen dan pengepul dengan harga petani bersaing.,2023-06-18 18:39:55,2023-10-26 18:39:55,https://cdn.dummyumkm.id/umkm/UMKM142.jpg
UMKM143,Arya Dev,Teknologi,"Penyedia solusi IoT (Internet of Things) untuk otomasi rumah, gudang, dan pertanian dengan perangkat buatan lokal.",2021-04-09 19:27:46,2021-06-03 19:27:46,https://cdn.dummyumkm.id/umkm/UMKM143.jpg
UMKM144,Kerajinan Bayu,Kerajinan,"Pengrajin gerabah dan keramik yang memproduksi pot, vas bunga, dan perlengkapan dapur dengan motif tradisional.",2022-09-20 11:27:22,2023-08-04 11:27:22,
UMKM145,Dian Solution,Jasa,"Jasa kebersihan dan sanitasi untuk rumah, kantor, dan gedung komersial dengan peralatan profesional dan ramah lingkungan.",2021-08-24 18:29:20,2021-12-25 18:29:20,https://cdn.dummyumkm.id/umkm/UMKM145.jpg
UMKM146,Solusi IT Ucok,Teknologi,Penyedia jasa rekondisi dan penjualan laptop serta PC bekas berkualitas dengan garansi resmi toko.,2021-07-11 00:11:39,2022-01-02 00:11:39,https://cdn.dummyumkm.id/umkm/UMKM146.jpg
UMKM147,Kerajinan Bagas,Kerajinan,"Usaha lukisan dan seni rupa yang menerima pesanan lukisan custom, mural dinding, dan dekorasi kantor.",2022-01-03 14:13:34,2022-03-13 14:13:34,https://cdn.dummyumkm.id/umkm/UMKM147.jpg
UMKM148,Studio Digital Acha,Teknologi,"Perusahaan yang menyediakan layanan cloud hosting, domain, dan keamanan siber untuk bisnis di Indonesia.",2023-07-06 05:48:26,2023-08-27 05:48:26,
UMKM149,Butik Yuni,Fashion,"Brand pakaian olahraga lokal yang memproduksi jersey, celana training, dan sepatu olahraga berkualitas tinggi.",2021-06-23 03:41:44,2022-04-16 03:41:44,https://cdn.dummyumkm.id/umkm/UMKM149.jpg
UMKM150,Aris Property,Properti,"Agen sewa properti komersial yang membantu pencarian kios, ruko, dan gedung kantor sesuai kebutuhan bisnis.",2021-05-16 02:53:17,2022-03-10 02:53:17,https://cdn.dummyumkm.id/umkm/UMKM150.jpg
UMKM151,Edukasi Jihan,Pendidikan,"Lembaga kursus musik yang mengajarkan piano, gitar, vokal, dan drum untuk anak-anak hingga dewasa.",2022-10-11 14:38:20,2023-11-07 14:38:20,https://cdn.dummyumkm.id/umkm/UMKM151.jpg
UMKM152,Karya Wendi,Kerajinan,"Pengrajin batik tulis dan cap khas daerah yang menerima pesanan seragam, kain meteran, dan souvenir.",2022-04-11 13:19:43,2023-03-05 13:19:43,https://cdn.dummyumkm.id/umkm/UMKM152.jpg
UMKM153,Bella Style,Fashion,"Brand pakaian olahraga lokal yang memproduksi jersey, celana training, dan sepatu olahraga berkualitas tinggi.",2022-01-26 14:40:12,2022-09-16 14:40:12,https://cdn.dummyumkm.id/umkm/UMKM153.jpg
UMKM154,Farm Irfan,Pertanian,Peternak ayam kampung dan ikan lele yang menjual hasil ternak segar langsung ke pasar dan rumah tangga.,2021-11-17 07:14:05,2022-10-09 07:14:05,https://cdn.dummyumkm.id/umkm/UMKM154.jpg
UMKM155,Medika Putra,Kesehatan,"Usaha katering khusus diet dan menu sehat untuk penderita diabetes, hipertensi, dan program penurunan berat badan.",2022-03-18 15:29:46,2022-08-23 15:29:46,https://cdn.dummyumkm.id/umkm/UMKM155.jpg
UMKM156,Sheila Kitchen,Kuliner,"Spesialis dessert dan kue ulang tahun custom, menerima pesanan untuk berbagai acara dengan desain sesuai permintaan.",2023-07-21 08:50:58,2023-09-14 08:50:58,https://cdn.dummyumkm.id/umkm/UMKM156.jpg
UMKM157,Rossa Digital,Teknologi,"Perusahaan IT yang menyediakan layanan instalasi jaringan, maintenance server, dan IT support untuk bisnis skala menengah.",2023-01-24 02:19:36,2024-06-03 02:19:36,https://cdn.dummyumkm.id/umkm/UMKM157.jpg
UMKM158,Daffa Cargo,Transportasi,"Usaha bus pariwisata yang menyediakan armada bus besar dan medium untuk study tour, piknik, dan gathering kantor.",2023-05-12 19:58:18,2023-05-23 19:58:18,
UMKM159,RM Zarry,Kuliner,Usaha kuliner rumahan yang fokus pada produksi aneka snack dan kue kering untuk oleh-oleh dan hampers hari raya.,2022-06-14 17:01:10,2022-06-29 17:01:10,https://cdn.dummyumkm.id/umkm/UMKM159.jpg
UMKM160,Edukasi Rina,Pendidikan,"Penyedia buku pelajaran, modul, dan alat tulis kantor untuk sekolah dan lembaga pendidikan dengan harga grosir.",2023-06-21 12:58:37,2024-03-13 12:58:37,https://cdn.dummyumkm.id/umkm/UMKM160.jpg
UMKM161,Kebun Luthfi,Pertanian,"Kelompok tani yang menjual bibit padi unggul, pupuk organik, dan alat pertanian dengan harga terjangkau.",2022-03-03 16:05:57,2023-06-06 16:05:57,https://cdn.dummyumkm.id/umkm/UMKM161.jpg
UMKM162,Warung Andien,Kuliner,"Warung makan sederhana yang menyajikan masakan Padang, Jawa, dan Sunda dengan porsi besar dan harga ramah di kantong.",2023-10-20 02:02:03,2024-12-16 02:02:03,https://cdn.dummyumkm.id/umkm/UMKM162.jpg
UMKM163,Sehat Fajar,Kesehatan,"Apotek online yang menyediakan obat-obatan, vitamin, dan suplemen kesehatan dengan pengiriman ke seluruh wilayah.",2023-09-19 02:29:22,2024-12-23 02:29:22,https://cdn.dummyumkm.id/umkm/UMKM163.jpg
UMKM164,Kedai Oscar,Kuliner,"Menjual aneka jajanan pasar tradisional seperti klepon, dadar gulung, dan putu ayu dengan resep turun-temurun.",2022-06-07 18:38:15,2022-12-31 18:38:15,
UMKM165,Prio Style,Fashion,Butik pakaian branded second yang menjual produk impor berkualitas dengan harga lebih terjangkau.,2023-12-17 14:01:44,2025-01-21 14:01:44,https://cdn.dummyumkm.id/umkm/UMKM165.jpg
UMKM166,Butik Yasmin,Fashion,"Usaha fashion anak-anak yang menyediakan pakaian lucu, nyaman, dan tahan lama untuk bayi hingga remaja.",2023-05-12 13:05:17,2023-05-19 13:05:17,https://cdn.dummyumkm.id/umkm/UMKM166.jpg
UMKM167,Oscar Style,Fashion,"Usaha fashion anak-anak yang menyediakan pakaian lucu, nyaman, dan tahan lama untuk bayi hingga remaja.",2022-09-25 20:44:17,2023-10-22 20:44:17,https://cdn.dummyumkm.id/umkm/UMKM167.jpg
UMKM168,Kriya Ilham,Kerajinan,,2023-04-27 21:21:19,2023-09-02 21:21:19,https://cdn.dummyumkm.id/umkm/UMKM168.jpg
UMKM169,Warung Yusuf,Kuliner,"Usaha katering spesialis nasi box dan prasmanan untuk acara pernikahan, ulang tahun, dan rapat kantor dengan harga terjangkau.",2023-03-11 09:10:11,2023-08-17 09:10:11,https://cdn.dummyumkm.id/umkm/UMKM169.jpg
UMKM170,Warung Denny,Kuliner,"Bisnis food truck yang berkeliling menjajakan burger, hotdog, dan minuman segar di area perkantoran dan kampus.",2021-07-29 12:31:37,2022-03-30 12:31:37,https://cdn.dummyumkm.id/umkm/UMKM170.jpg
UMKM171,Trans Iis,Transportasi,"Usaha bus pariwisata yang menyediakan armada bus besar dan medium untuk study tour, piknik, dan gathering kantor.",2021-02-17 20:19:50,2021-03-17 20:19:50,https://cdn.dummyumkm.id/umkm/UMKM171.jpg
UMKM172,Travel Eka,Transportasi,"Travel agent yang menyediakan paket wisata lokal dan mancanegara, umroh, serta ticketing pesawat dan hotel.",2022-05-05 17:36:17,2023-06-25 17:36:17,https://cdn.dummyumkm.id/umkm/UMKM172.jpg
UMKM173,Vina Pro,Jasa,"Usaha event organizer yang menangani pernikahan, ulang tahun, seminar, dan acara perusahaan dari skala kecil hingga besar.",2021-07-09 06:08:13,2022-04-05 06:08:13,https://cdn.dummyumkm.id/umkm/UMKM173.jpg
UMKM174,Medika Yanto,Kesehatan,"Usaha katering khusus diet dan menu sehat untuk penderita diabetes, hipertensi, dan program penurunan berat badan.",2022-04-27 09:23:15,2023-05-09 09:23:15,https://cdn.dummyumkm.id/umkm/UMKM174.jpg
UMKM175,Distro Ivan,Fashion,,2023-01-11 13:37:46,2024-04-01 13:37:46,https://cdn.dummyumkm.id/umkm/UMKM175.jpg
UMKM176,Koleksi Elvy,Fashion,"Distro lokal yang memproduksi kaos, hoodie, dan topi dengan desain orisinal bertema budaya Indonesia.",2023-07-29 02:24:59,2024-06-19 02:24:59,https://cdn.dummyumkm.id/umkm/UMKM176.jpg
UMKM177,Studio Victor,Jasa,Usaha konsultasi pajak dan keuangan untuk individu dan usaha kecil agar tertib administrasi dan hemat pajak.,2022-10-20 14:10:29,2023-01-11 14:10:29,
UMKM178,Sehat Irfan,Kesehatan,"Klinik kecantikan dan perawatan kulit yang menyediakan layanan facial, laser, dan konsultasi dermatologi.",2022-04-13 09:00:05,2022-11-09 09:00:05,https://cdn.dummyumkm.id/umkm/UMKM178.jpg
UMKM179,Maudy Estate,Properti,Jasa arsitek dan kontraktor yang mengerjakan pembangunan rumah tinggal dan ruko sesuai anggaran dan desain klien.,2023-02-28 15:06:54,2023-11-06 15:06:54,https://cdn.dummyumkm.id/umkm/UMKM179.jpg
UMKM180,LKP Yuki,Pendidikan,Lembaga kursus komputer dan Microsoft Office untuk pelajar dan ibu rumah tangga yang ingin meningkatkan keterampilan.,2023-06-07 08:58:21,2024-04-10 08:58:21,https://cdn.dummyumkm.id/umkm/UMKM180.jpg
UMKM181,Studio Khoirul,Jasa,"Jasa laundry kiloan dan satuan yang melayani antar-jemput pakaian dengan hasil bersih, rapi, dan wangi.",2021-11-08 01:28:12,2022-03-22 01:28:12,https://cdn.dummyumkm.id/umkm/UMKM181.jpg
UMKM182,Warung Titi,Kuliner,"Warung makan sederhana yang menyajikan masakan Padang, Jawa, dan Sunda dengan porsi besar dan harga ramah di kantong.",2022-10-06 02:48:20,2024-02-06 02:48:20,https://cdn.dummyumkm.id/umkm/UMKM182.jpg
UMKM183,Panen Jihan,Pertanian,Petani kopi dan kakao yang mengolah biji kopi menjadi produk siap seduh dengan kualitas specialty grade.,2022-08-29 05:19:38,2022-10-23 05:19:38,https://cdn.dummyumkm.id/umkm/UMKM183.jpg
UMKM184,LKP Zulkifli,Pendidikan,"Bimbingan belajar khusus persiapan SBMPTN, UTBK, dan masuk sekolah kedinasan dengan pengajar berpengalaman.",2021-09-24 06:53:50,2021-12-17 06:53:50,https://cdn.dummyumkm.id/umkm/UMKM184.jpg
UMKM185,LKP Irfan,Pendidikan,"Bimbingan belajar khusus persiapan SBMPTN, UTBK, dan masuk sekolah kedinasan dengan pengajar berpengalaman.",2022-06-14 17:39:34,2022-10-13 17:39:34,https://cdn.dummyumkm.id/umkm/UMKM185.jpg
UMKM186,Studio Digital Marshanda,Teknologi,Jasa desain UI/UX dan pengembangan software custom sesuai kebutuhan klien dengan metodologi agile.,2022-12-23 19:30:48,2023-07-03 19:30:48,
UMKM187,Kebun Yanto,Pertanian,"Usaha pembibitan tanaman hortikultura seperti cabai, tomat, dan terong dengan bibit unggul bersertifikat.",2021-09-07 19:00:12,2022-01-20 19:00:12,https://cdn.dummyumkm.id/umkm/UMKM187.jpg
UMKM188,Beby Kitchen,Kuliner,"Kedai minuman kekinian yang menyajikan berbagai varian boba, thai tea, dan kopi susu dengan bahan segar pilihan.",2023-12-18 01:53:57,2025-03-04 01:53:57,https://cdn.dummyumkm.id/umkm/UMKM188.jpg
UMKM189,Ayu Pro,Jasa,"Penyedia layanan fotografi dan videografi untuk pernikahan, produk, dan acara korporat dengan hasil berkualitas tinggi.",2023-04-19 22:52:54,2023-05-16 22:52:54,https://cdn.dummyumkm.id/umkm/UMKM189.jpg
UMKM190,TikaArt,Kerajinan,Usaha pembuatan boneka dan mainan edukatif anak berbahan kain flannel dan kayu tanpa bahan berbahaya.,2023-02-16 00:00:02,2023-04-12 00:00:02,https://cdn.dummyumkm.id/umkm/UMKM190.jpg
UMKM191,Warung Edwin,Kuliner,,2023-12-30 04:15:55,2024-04-03 04:15:55,https://cdn.dummyumkm.id/umkm/UMKM191.jpg
UMKM192,Solusi IT Via,Teknologi,Perusahaan teknologi yang menyediakan solusi digitalisasi dokumen dan manajemen arsip berbasis cloud.,2021-06-21 22:13:32,2022-03-22 22:13:32,https://cdn.dummyumkm.id/umkm/UMKM192.jpg
UMKM193,Putra Style,Fashion,,2023-12-21 02:14:19,2024-10-09 02:14:19,https://cdn.dummyumkm.id/umkm/UMKM193.jpg
UMKM194,Travel Kevin,Transportasi,"Bengkel spesialis servis mobil dan motor yang menangani tune up, ganti oli, dan perbaikan mesin secara profesional.",2022-04-16 17:32:36,2022-08-13 17:32:36,https://cdn.dummyumkm.id/umkm/UMKM194.jpg
UMKM195,Wendi Solution,Jasa,"Penyedia layanan fotografi dan videografi untuk pernikahan, produk, dan acara korporat dengan hasil berkualitas tinggi.",2023-06-03 03:19:38,2024-08-10 03:19:38,https://cdn.dummyumkm.id/umkm/UMKM195.jpg
UMKM196,Uut Cargo,Transportasi,Penyedia layanan kurir ekspres lokal untuk pengiriman dokumen dan paket dalam kota dengan jaminan keamanan.,2022-09-06 06:17:06,2023-09-25 06:17:06,https://cdn.dummyumkm.id/umkm/UMKM196.jpg
UMKM197,Layanan Octa,Jasa,"Jasa laundry kiloan dan satuan yang melayani antar-jemput pakaian dengan hasil bersih, rapi, dan wangi.",2022-01-20 16:36:45,2022-12-11 16:36:45,https://cdn.dummyumkm.id/umkm/UMKM197.jpg
UMKM198,Baim Kitchen,Kuliner,"Usaha makanan beku (frozen food) rumahan seperti dimsum, siomay, dan nugget dengan bahan halal dan tanpa pengawet.",2022-12-26 17:53:54,2023-07-20 17:53:54,https://cdn.dummyumkm.id/umkm/UMKM198.jpg
UMKM199,Tani Lina,Pertanian,Usaha agrowisata yang membuka lahan perkebunan untuk wisata edukasi petik buah dan sayur bagi keluarga.,2022-07-17 19:37:12,2022-07-24 19:37:12,https://cdn.dummyumkm.id/umkm/UMKM199.jpg
UMKM200,Agus Digital,Teknologi,Startup yang fokus pada pengembangan sistem ERP sederhana dan terjangkau untuk usaha kecil dan menengah.,2022-12-17 16:04:24,2023-03-19 16:04:24,https://cdn.dummyumkm.id/umkm/UMKM200.jpg
UMKM201,Kriya Aris,Kerajinan,"Kelompok pengrajin anyaman pandan dan mendong yang memproduksi tikar, topi, dan tas untuk oleh-oleh wisata.",2021-07-07 16:19:19,2022-09-27 16:19:19,https://cdn.dummyumkm.id/umkm/UMKM201.jpg
UMKM202,Oki Service,Jasa,"Penyedia layanan tenaga keamanan (satpam) dan CCTV untuk perumahan, ruko, dan kawasan bisnis.",2024-01-01 07:00:49,2024-07-26 07:00:49,
UMKM203,Zarry Teknologi,Teknologi,"Penyedia jasa pembuatan website profesional untuk perusahaan, toko online, dan portofolio personal dengan harga kompetitif.",2023-06-02 03:21:46,2024-03-20 03:21:46,https://cdn.dummyumkm.id/umkm/UMKM203.jpg
UMKM204,Souvenir Hesti,Kerajinan,Usaha pembuatan boneka dan mainan edukatif anak berbahan kain flannel dan kayu tanpa bahan berbahaya.,2023-08-03 00:28:21,2024-05-14 00:28:21,https://cdn.dummyumkm.id/umkm/UMKM204.jpg
UMKM205,Studio Digital Mahendra,Teknologi,,2022-01-11 11:26:07,2022-06-07 11:26:07,https://cdn.dummyumkm.id/umkm/UMKM205.jpg
UMKM206,Sigit Fashion,Fashion,Butik pakaian branded second yang menjual produk impor berkualitas dengan harga lebih terjangkau.,2022-02-22 08:02:39,2022-08-10 08:02:39,https://cdn.dummyumkm.id/umkm/UMKM206.jpg
UMKM207,Velove Realty,Properti,"Penyedia layanan pengurusan sertifikat tanah, IMB, dan dokumen properti lainnya secara profesional dan terpercaya.",2021-08-15 11:29:58,2022-12-27 11:29:58,
UMKM208,Edukasi Chacha,Pendidikan,Penyedia layanan les privat guru ke rumah untuk berbagai mata pelajaran dengan sistem penjadwalan fleksibel.,2022-11-26 19:04:47,2024-02-20 19:04:47,https://cdn.dummyumkm.id/umkm/UMKM208.jpg
UMKM209,Handcraft Tika,Kerajinan,Usaha pembuatan boneka dan mainan edukatif anak berbahan kain flannel dan kayu tanpa bahan berbahaya.,2022-04-25 10:30:54,2022-06-07 10:30:54,https://cdn.dummyumkm.id/umkm/UMKM209.jpg
UMKM210,Butik Lina,Fashion,"Butik pakaian wanita muslimah yang menyediakan gamis, hijab, dan aksesoris dengan model terkini dan bahan premium.",2023-05-13 22:34:43,2024-08-22 22:34:43,https://cdn.dummyumkm.id/umkm/UMKM210.jpg
UMKM211,Farm Rossa,Pertanian,Petani padi dan jagung yang menjual hasil panen langsung ke konsumen dan pengepul dengan harga petani bersaing.,2021-10-12 14:39:38,2022-07-17 14:39:38,https://cdn.dummyumkm.id/umkm/UMKM211.jpg
UMKM212,JuliaCare,Kesehatan,,2022-04-10 11:40:14,2022-04-23 11:40:14,https://cdn.dummyumkm.id/umkm/UMKM212.jpg
UMKM213,Ucok Kitchen,Kuliner,"Menyediakan berbagai menu makanan rumahan dengan cita rasa autentik khas daerah, cocok untuk makan siang maupun makan malam keluarga.",2021-05-21 23:21:49,2022-04-07 23:21:49,https://cdn.dummyumkm.id/umkm/UMKM213.jpg
UMKM214,Rossa Teknologi,Teknologi,"Perusahaan IT yang menyediakan layanan instalasi jaringan, maintenance server, dan IT support untuk bisnis skala menengah.",2023-12-04 15:41:11,2024-09-23 15:41:11,https://cdn.dummyumkm.id/umkm/UMKM214.jpg
UMKM215,Travel Rizal,Transportasi,Usaha sewa motor harian dan mingguan yang melayani wisatawan dan warga yang butuh kendaraan jangka pendek.,2022-09-16 22:48:21,2023-06-07 22:48:21,https://cdn.dummyumkm.id/umkm/UMKM215.jpg
UMKM216,Vino Kitchen,Kuliner,Usaha kuliner rumahan yang fokus pada produksi aneka snack dan kue kering untuk oleh-oleh dan hampers hari raya.,2023-11-22 10:40:54,2024-11-04 10:40:54,https://cdn.dummyumkm.id/umkm/UMKM216.jpg
UMKM217,Edukasi Taufik,Pendidikan,"Penyedia buku pelajaran, modul, dan alat tulis kantor untuk sekolah dan lembaga pendidikan dengan harga grosir.",2021-07-11 07:26:07,2021-11-25 07:26:07,https://cdn.dummyumkm.id/umkm/UMKM217.jpg
UMKM218,Panen Mirza,Pertanian,"Usaha pembibitan tanaman hortikultura seperti cabai, tomat, dan terong dengan bibit unggul bersertifikat.",2023-08-30 17:30:46,2024-07-12 17:30:46,https://cdn.dummyumkm.id/umkm/UMKM218.jpg
UMKM219,Dapur Ika,Kuliner,"Menyediakan berbagai menu makanan rumahan dengan cita rasa autentik khas daerah, cocok untuk makan siang maupun makan malam keluarga.",2024-01-04 02:03:04,2025-04-08 02:03:04,https://cdn.dummyumkm.id/umkm/UMKM219.jpg
UMKM220,Apotek Lendra,Kesehatan,"Penyedia alat kesehatan rumah tangga seperti tensimeter, nebulizer, dan kursi roda dengan harga terjangkau.",2021-03-05 19:22:07,2022-06-26 19:22:07,https://cdn.dummyumkm.id/umkm/UMKM220.jpg
UMKM221,Warung Syahrini,Kuliner,"Warung makan sederhana yang menyajikan masakan Padang, Jawa, dan Sunda dengan porsi besar dan harga ramah di kantong.",2023-05-13 01:11:24,2024-03-21 01:11:24,https://cdn.dummyumkm.id/umkm/UMKM221.jpg
UMKM222,Butik Gracia,Fashion,"Usaha fashion anak-anak yang menyediakan pakaian lucu, nyaman, dan tahan lama untuk bayi hingga remaja.",2024-01-11 22:48:18,2024-10-31 22:48:18,https://cdn.dummyumkm.id/umkm/UMKM222.jpg
UMKM223,Butik Budi,Fashion,Toko sepatu dan sandal lokal yang mengutamakan kenyamanan dan kualitas bahan dengan desain kekinian.,2022-10-25 12:00:58,2024-02-28 12:00:58,https://cdn.dummyumkm.id/umkm/UMKM223.jpg
UMKM224,Koleksi Prilly,Fashion,"Toko pakaian pria casual dan formal yang menawarkan kemeja, celana, dan jaket dengan harga bersaing.",2022-04-10 13:28:06,2022-09-24 13:28:06,https://cdn.dummyumkm.id/umkm/UMKM224.jpg
UMKM225,Karya Victor,Kerajinan,"Produksi aksesori handmade berbahan manik-manik, macramé, dan kain tenun untuk pasar lokal dan ekspor.",2022-02-01 18:55:01,2023-05-30 18:55:01,https://cdn.dummyumkm.id/umkm/UMKM225.jpg
UMKM227,Lendra Catering,Kuliner,"Katering harian untuk karyawan dan pabrik, menyajikan menu 4 sehat 5 sempurna dengan standar kebersihan terjaga.",2023-01-05 09:05:32,2024-04-30 09:05:32,https://cdn.dummyumkm.id/umkm/UMKM227.jpg
UMKM228,Andi Logistik,Transportasi,Jasa angkut barang pindahan rumah dan kantor dengan armada lengkap dan tenaga bongkar-muat berpengalaman.,2021-02-19 04:15:49,2021-11-11 04:15:49,
UMKM229,Novan Logistik,Transportasi,"Bengkel spesialis servis mobil dan motor yang menangani tune up, ganti oli, dan perbaikan mesin secara profesional.",2023-06-22 00:59:33,2024-02-26 00:59:33,https://cdn.dummyumkm.id/umkm/UMKM229.jpg
UMKM230,Galih Pro,Jasa,"Jasa laundry kiloan dan satuan yang melayani antar-jemput pakaian dengan hasil bersih, rapi, dan wangi.",2021-12-06 11:14:59,2023-02-28 11:14:59,https://cdn.dummyumkm.id/umkm/UMKM230.jpg
UMKM231,BaimCare,Kesehatan,"Apotek online yang menyediakan obat-obatan, vitamin, dan suplemen kesehatan dengan pengiriman ke seluruh wilayah.",2023-08-04 19:48:21,2024-04-07 19:48:21,
UMKM232,Catur Style,Fashion,Toko sepatu dan sandal lokal yang mengutamakan kenyamanan dan kualitas bahan dengan desain kekinian.,2023-04-29 04:41:31,2024-06-08 04:41:31,https://cdn.dummyumkm.id/umkm/UMKM232.jpg
UMKM233,Outlet Prisia,Fashion,"Brand pakaian olahraga lokal yang memproduksi jersey, celana training, dan sepatu olahraga berkualitas tinggi.",2021-08-03 17:58:50,2022-03-23 17:58:50,https://cdn.dummyumkm.id/umkm/UMKM233.jpg
UMKM234,Studio Fatin,Jasa,"Penyedia layanan tenaga keamanan (satpam) dan CCTV untuk perumahan, ruko, dan kawasan bisnis.",2021-02-06 12:21:41,2021-12-20 12:21:41,https://cdn.dummyumkm.id/umkm/UMKM234.jpg
UMKM235,Apotek Agus,Kesehatan,"Penyedia layanan perawatan kesehatan lansia di rumah, meliputi perawatan luka, fisioterapi, dan pendampingan harian.",2021-07-04 13:09:11,2022-08-16 13:09:11,https://cdn.dummyumkm.id/umkm/UMKM235.jpg
UMKM236,Griya Zaskia,Properti,Usaha villa dan guest house harian yang menawarkan penginapan nyaman dengan suasana asri dan harga kompetitif.,2023-08-09 05:28:24,2023-10-24 05:28:24,https://cdn.dummyumkm.id/umkm/UMKM236.jpg
